binding_energy_eV,raw_intensity,background,component:carbonyl_O,component:acid_hydroxyl_OH,total_fit,residual
525.0000537109374,22840.89303200437,22372.100668379335,362.315399462181,104.45487356586166,22838.87094140738,2.0220905969908927
525.1000537109375,22077.163365397257,22372.100668379335,374.3812084414318,107.195851245865,22853.677728066632,-776.5143626693753
525.2000537109375,21981.05991623386,22372.100668379335,387.05676732055747,110.04580565699372,22869.203241356885,-888.1433251230264
525.3000537109374,22063.549746939254,22372.100668379335,400.3836377490827,113.01057217903772,22885.494878307454,-821.9451313682002
525.4000537109374,22102.25440001302,22372.100668379335,414.4069631674865,116.09638072485852,22902.60401227168,-800.3496122586621
525.5000537109374,22864.273367755344,22372.100668379335,429.1758434055685,119.30988807288652,22920.58639985779,-56.31303210244732
525.6000537109375,22041.826789431623,22372.100668379335,444.7437554914094,122.65821332201996,22939.502637192763,-897.6758477611402
525.7000537109375,22034.38739755214,22372.100668379335,461.16902725494924,126.1489768169166,22959.4186724512,-925.0312748990618
525.8000537109374,22096.85912158174,22372.100668379335,478.51537137661546,129.79034293581014,22980.40638269176,-883.5472611100195
525.9000537109374,22069.96105801848,22372.100668379335,496.8524887912018,133.5910671833268,23002.544224353864,-932.583166335382
526.0000537109374,21802.715234663727,22372.100668379335,516.2567518491425,137.56054808827915,23025.917968316757,-1223.20273365303
526.1000537109375,22315.056672244307,22372.100668379335,536.8119794106506,141.708884472557,23050.621532262543,-735.5648600182358
526.2000537109375,22876.32815555121,22372.100668379335,558.610318158793,146.04693873285893,23076.757925270987,-200.42976971977623
526.3000537109374,22665.421790415632,22372.100668379335,581.7532469397106,150.58640686423942,23104.440322183284,-439.01853176765144
526.4000537109374,22501.064824915287,22372.100668379335,606.3527239591577,155.3398960548824,23133.793288393375,-632.7284634780881
526.5000537109374,22066.16519582906,22372.100668379335,632.5325002942309,160.3210107973602,23164.954179470926,-1098.7889836418653
526.6000537109375,22287.616912974958,22372.100668379335,660.429627557922,165.54444859596137,23198.07474453322,-910.4578315582621
526.7000537109375,22447.74197530853,22372.100668379335,690.1961928549681,171.02610650499307,23233.322967739296,-785.580992430765
526.8000537109374,23000.68492538643,22372.100668379335,722.0013206251298,176.78319991370392,23270.885188918168,-270.2002635317367
526.9000537109374,22682.79087387195,22372.100668379335,756.0334889013347,182.83439520376717,23310.968552484435,-628.1776786124865
527.0000537109374,22654.478633396833,22372.100668379335,792.5032173849175,189.19995815046593,23353.803843914717,-699.3252105178835
527.1000537109375,21915.732594735677,22372.100668379335,831.6461973176063,195.90192022581974,23399.64878592276,-1483.9161911870833
527.2000537109375,22295.817363540948,22372.100668379335,873.7269497281096,202.96426529787294,23448.791883405316,-1152.9745198643686
527.3000537109374,22389.609028752962,22372.100668379335,919.0431217192031,210.41313961546228,23501.556929714,-1111.9479009610368
527.4000537109374,22152.775098910763,22372.100668379335,967.9305647852057,218.27708843292342,23558.308321597462,-1405.5332226866994
527.5000537109374,22404.37376099468,22372.100668379335,1020.7693939153735,226.58732317813678,23619.457385472844,-1215.083624478164
527.6000537109375,22414.46917497789,22372.100668379335,1077.991319044859,235.3780237175332,23685.470011141726,-1271.0008361638356
527.7000537109375,23262.528799208358,22372.100668379335,1140.0887039309723,244.686681042656,23756.876053352964,-494.34725414460627
527.8000537109374,22197.829840692455,22372.100668379335,1207.6261001161392,254.55448662077345,23834.281255116246,-1636.451414423791
527.9000537109374,22996.46452820494,22372.100668379335,1281.2555245896438,265.0267757471378,23918.382968716116,-921.9184405111773
528.0000537109374,23095.943356635078,22372.100668379335,1361.737658615162,276.1535335467141,24009.99186054121,-914.0485039061314
528.1000537109375,23074.512071430134,22372.100668379335,1449.9726809509395,287.9899738466229,24110.0633231769,-1035.551251746765
528.2000537109375,23458.178949739733,22372.100668379335,1547.0469387233672,300.5972030346879,24219.74481013739,-761.5658603976553
