binding_energy_eV,intensity
-9.9999462890625637,3.2504577915099606
-8.9999462890625637,4.3331137056642719
-7.9999462890625637,2.1661801011339059
-6.9999462890625637,3.770510379804211
-5.9999462890625637,2.8624052164649902
-4.9999462890625637,4.3294086868061381
-3.9999462890625637,4.8604388331093826
-2.9999462890625637,7.0311607502705327
-1.9999462890625637,9.2580619427680677
-0.99994628906256366,10.072216273074133
5.3710937436335371e-05,7.4395313507336498
1.0000537109374363,20.166670300187171
2.0000537109374363,66.640411910140543
3.0000537109374363,162.34426373377488
4.0000537109374363,330.72528358415929
5.0000537109374363,616.60993446283339
6.0000537109374363,588.75248250916491
7.0000537109374363,492.25009387807125
8.0000537109374363,530.52443949076167
9.0000537109374363,593.40667395354637
10.000053710937436,589.6361473129499
11.000053710937436,495.26320900293388
12.000053710937436,472.52579959988242
13.000053710937436,537.00669390986877
14.000053710937436,547.31401487207734
15.000053710937436,626.10770958617502
16.000053710937436,720.22704999095129
17.000053710937436,772.07867575676801
18.000053710937436,732.3550133809232
19.000053710937436,738.82002828559484
20.000053710937436,709.23729021071733
21.000053710937436,669.70831851614082
22.000053710937436,672.0142662400566
23.000053710937436,698.35573745340798
24.000053710937436,773.2210127365945
25.000053710937436,878.24707773667808
26.000053710937436,995.11178721034446
27.000053710937436,950.97007031537748
28.000053710937436,939.44035831324209
29.000053710937436,810.34461825348637
30.000053710937436,675.60538162441276
31.000053710937436,652.07302552872909
32.000053710937436,633.68368633279533
33.000053710937436,643.90937000985025
34.000053710937436,622.15904394452559
35.000053710937436,607.01626195492281
36.000053710937436,579.72387494599002
37.000053710937436,587.96559623318592
38.000053710937436,596.06230215639698
39.000053710937436,655.73084035304782
40.000053710937436,640.97061944760139
41.000053710937436,669.26137076485691
42.000053710937436,626.59892116197091
43.000053710937436,633.45455904703488
44.000053710937436,672.37874416567342
45.000053710937436,649.5562603221797
46.000053710937436,633.37635708738264
47.000053710937436,623.02784935088778
48.000053710937436,683.12568517237537
49.000053710937436,677.47845056377616
50.000053710937436,674.18629750514469
51.000053710937436,640.82942729701961
52.000053710937436,628.13647526026864
53.000053710937436,640.65137525754415
54.000053710937436,697.0920260743959
55.000053710937436,626.44221837021803
56.000053710937436,639.29557168890256
57.000053710937436,616.05361118640997
58.000053710937436,676.50197132023584
59.000053710937436,624.09555809762765
60.000053710937436,628.35559275866251
61.000053710937436,593.94182705828302
62.000053710937436,627.13803834707164
63.000053710937436,606.75719249965721
64.000053710937436,633.24231624329889
65.000053710937436,651.60841754941714
66.000053710937436,647.19390642593589
67.000053710937436,604.95569982200084
68.000053710937436,640.63127522985314
69.000053710937436,590.75067768051429
70.000053710937436,585.38522060909145
71.000053710937436,592.20740945167597
72.000053710937436,614.26608053575706
73.000053710937436,639.26419191578213
74.000053710937436,600.81536261170879
75.000053710937436,592.40495959655004
76.000053710937436,600.75178749235215
77.000053710937436,589.26229328422357
78.000053710937436,555.19889592218215
79.000053710937436,570.10694854839858
80.000053710937436,551.43393276785594
81.000053710937436,578.7638504882126
82.000053710937436,573.1873605069195
83.000053710937436,566.94307467558895
84.000053710937436,563.75470858124811
85.000053710937436,616.560294148342
86.000053710937436,558.66001814491835
87.000053710937436,614.13572206695449
88.000053710937436,580.36154134775461
89.000053710937436,564.73109104633102
90.000053710937436,561.86837540427621
91.000053710937436,555.92114828779302
92.000053710937436,578.82260508760032
93.000053710937436,582.55791226398674
94.000053710937436,583.77225844574923
95.000053710937436,564.01427832085983
96.000053710937436,580.97249973857788
97.000053710937436,582.47994988423659
98.000053710937436,549.76145538429478
99.000053710937436,568.02715869169424
100.00005371093744,573.20538346438957
101.00005371093744,699.23026828437867
102.00005371093744,755.79785513122249
103.00005371093744,690.43115068997088
104.00005371093744,647.43715801647966
105.00005371093744,536.34748854269492
106.00005371093744,557.48454609168539
107.00005371093744,535.24757506075116
108.00005371093744,532.6143176919287
109.00005371093744,580.19658184117088
110.00005371093744,563.72944985093977
111.00005371093744,550.80636479250097
112.00005371093744,572.02306608907486
113.00005371093744,639.83303796035216
114.00005371093744,536.62161097872536
115.00005371093744,580.21021694401441
116.00005371093744,547.53336618887113
117.00005371093744,584.15370935801741
118.00005371093744,535.17328168102449
119.00005371093744,515.87428924150424
120.00005371093744,568.73125952992621
121.00005371093744,587.49087608680384
122.00005371093744,523.83255644279745
123.00005371093744,570.16086552199897
124.00005371093744,550.2471485891856
125.00005371093744,517.5709490665696
126.00005371093744,563.82417072559588
127.00005371093744,558.48540080527073
128.00005371093744,536.91382396979816
129.00005371093744,605.47152219663622
130.00005371093744,521.71236713854751
131.00005371093744,529.52221941050504
132.00005371093744,518.60737560280404
133.00005371093744,523.38130324810697
134.00005371093744,569.20161307917863
135.00005371093744,517.75663520709907
136.00005371093744,557.89029733767154
137.00005371093744,527.79130461265436
138.00005371093744,549.28929265658849
139.00005371093744,528.67974030286871
140.00005371093744,518.16519197953835
141.00005371093744,546.49715837010024
142.00005371093744,516.99068450562731
143.00005371093744,573.33094122910586
144.00005371093744,544.64568523341518
145.00005371093744,552.64981385193005
146.00005371093744,522.24139638051929
147.00005371093744,522.5755930637431
148.00005371093744,530.13606927098556
149.00005371093744,532.66108219951229
150.00005371093744,594.39746767649319
151.00005371093744,579.28029331258085
152.00005371093744,628.80713437745862
153.00005371093744,677.42825828001014
154.00005371093744,655.07392592706606
155.00005371093744,587.58415251035171
156.00005371093744,552.40651125812678
157.00005371093744,529.08173515491001
158.00005371093744,597.00326902077427
159.00005371093744,554.30426772648354
160.00005371093744,535.7270414053304
161.00005371093744,572.41215006041091
162.00005371093744,516.96912815351595
163.00005371093744,498.18662211498514
164.00005371093744,539.00995892093579
165.00005371093744,554.06487884603212
166.00005371093744,540.11800529442598
167.00005371093744,551.56192646981492
168.00005371093744,522.35871315992085
169.00005371093744,492.68493499881151
170.00005371093744,580.14480186118089
171.00005371093744,496.83480654281465
172.00005371093744,555.50734250476307
173.00005371093744,533.58173329396084
174.00005371093744,559.23507377832698
175.00005371093744,537.22218018169281
176.00005371093744,550.85198406981522
177.00005371093744,557.2963434949296
178.00005371093744,530.11738946464595
179.00005371093744,527.70407816109309
180.00005371093744,522.22558304099221
181.00005371093744,521.61657652584427
182.00005371093744,537.64896766228901
183.00005371093744,554.61117064113978
184.00005371093744,547.22090317067079
185.00005371093744,522.57797600804349
186.00005371093744,571.00184275725337
187.00005371093744,538.33429786363763
188.00005371093744,547.44425647346168
189.00005371093744,502.55551458480846
190.00005371093744,554.95613060900166
191.00005371093744,533.10265161454845
192.00005371093744,512.39795390985387
193.00005371093744,504.54299794680662
194.00005371093744,544.1387786444418
195.00005371093744,571.90635232932141
196.00005371093744,641.05495545516123
197.00005371093744,696.4124964597255
198.00005371093744,881.96148696372734
199.00005371093744,3030.0695703506026
200.00005371093744,9638.8366880630583
201.00005371093744,7534.8668541447396
202.00005371093744,5488.8932000970444
203.00005371093744,2183.7139261749171
204.00005371093744,1219.653839430526
205.00005371093744,1182.4911198264508
206.00005371093744,1280.8405936469821
207.00005371093744,1287.2378515377038
208.00005371093744,1239.8579238775869
