binding_energy_eV,raw_intensity,background,component:Cl_2p3/2,component:Cl_2p1/2,total_fit,residual
190.00005371093744,1825.2820408696891,1825.2820408696891,46.927948167479244,17.40538413939844,1889.615373176567,-64.33333230687776
190.10005371093735,1858.3072059240253,1838.9200249569217,47.88707571156575,17.711222308742805,1904.5183229772301,-46.211117053204816
190.20005371093748,1892.7758221787003,1852.5580090441852,48.875885319321355,18.025187741272273,1919.4590821047789,-26.683259926078563
190.3000537109374,1796.4941754753247,1866.1959931314177,49.895613409735205,18.34757078248598,1934.439177323639,-137.94500184831418
190.40005371093753,1868.3960517936985,1879.8339772186812,50.94756139918461,18.67867485167595,1949.4602134695417,-81.06416167584325
190.50005371093744,1910.7177809176942,1893.4719613059137,52.03309984131147,19.018817154283717,1964.5238783015088,-53.80609738381463
190.60005371093735,1901.7481889513997,1907.1099453931463,53.153672877565015,19.368329439935476,1979.6319477106467,-77.88375875924703
190.70005371093748,1859.3473070680343,1920.74792948041,54.310803025251715,19.727558809511446,1994.7862913151732,-135.43898424713893
190.8000537109374,1959.4566981209143,1934.3859135676425,55.50609633266013,20.09686857491381,2009.9888784752166,-50.53218035430223
190.90005371093753,1870.8512955702015,1948.023897654906,56.74124793377348,20.476639175508534,2025.241784764188,-154.39048919398647
191.00005371093744,1948.453057115949,1961.6618817421386,58.018048038254165,20.86726915552584,2040.5471989359185,-92.09414181996954
191.10005371093735,1875.4782100825046,1975.2998658293711,59.33838839616815,21.269176207121376,2055.9074304326605,-180.4292203501559
191.20005371093748,1855.2892347058219,1988.9378499166346,60.7042692808183,21.68279828416082,2071.3249174816137,-216.03568277579188
191.3000537109374,1933.2881640521196,2002.5758340038672,62.11780703766717,22.10859479226685,2086.802235833801,-153.51407178168165
191.40005371093753,1884.9087186567463,2016.2138180911306,63.58124225238406,22.54704786116035,2102.3421082046752,-217.43338954792898
191.50005371093744,1941.5247596899446,2029.8518021783632,65.09694859657954,22.998663705833454,2117.9474144807764,-176.42265479083176
191.60005371093735,1983.5638027124148,2043.4897862655957,66.66744241628308,23.46397408373922,2133.621202765618,-150.05740005320308
191.70005371093748,1845.6478132767686,2057.1277703528594,68.29539313512223,23.94353785578357,2149.3667013437653,-303.71888806699667
191.8000537109374,1828.4500319409265,2070.7657544400918,69.98363455221995,24.437942659660248,2165.187331651972,-336.73729971104535
191.90005371093753,1908.7784613861318,2084.4037385273555,71.73517712376956,24.947806704868338,2181.0867223559935,-272.30826096986175
192.00005371093744,1897.341300820519,2098.041722614588,73.55322132716346,25.473780699591853,2197.068724641343,-299.727423820824
192.10005371093735,1905.2904297678788,2111.6797067018206,75.4411722180925,26.01654992065527,2213.137428840568,-307.8469990726894
192.20005371093748,1944.3019542298814,2125.317690789084,77.40265530360777,26.576836438783317,2229.297182531475,-284.99522830159344
192.3000537109374,1929.2740985382165,2138.9556748763166,79.4415338687224,27.15540151262535,2245.552610257664,-316.2785117194476
192.40005371093753,1876.1291880881624,2152.59365896358,81.56192791050553,27.75304816633092,2261.9086350404164,-385.7794469522539
192.50005371093744,1879.6484324444505,2166.2316430508126,83.76823485200603,28.370623966886203,2278.3705018697046,-398.7220694252542
192.60005371093735,1911.3262254715519,2179.869627138045,86.06515222966041,29.009024019126528,2294.943803386832,-383.61757791528
192.70005371093748,2128.201430637934,2193.5076112253087,88.45770257153752,29.669194198085034,2311.634507994931,-183.43307735699682
192.8000537109374,1915.0637161575162,2207.1455953125414,90.95126071122502,30.352134640408554,2328.448990664175,-413.385274506659
192.90005371093753,1982.8361756171055,2220.7835793998047,93.5515838133199,31.058903518834605,2345.3940667319594,-362.5578911148539
193.00005371093744,1856.6114287135974,2234.4215634870375,96.264844421888,31.79062112619139,2362.477029035117,-505.86560032151965
193.10005371093735,1876.7026224271378,2248.05954757427,99.09766688433491,32.548474298289115,2379.705688756894,-503.00306632975594
193.20005371093748,1930.5295650761225,2261.6975316615335,102.05716754959037,33.333721208142684,2397.0884204192666,-466.55885534314416
193.3000537109374,1825.7806859026996,2275.335515748766,105.15099919346662,34.14769656756041,2414.6342115097927,-588.8535256070932
193.40005371093753,1881.9271143621172,2288.9734998360295,108.38740018598742,34.9918172761112,2432.352717298128,-550.4256029360108
193.50005371093744,2003.1164759163914,2302.611483923262,111.77524898668409,35.86758856188402,2450.25432147183,-447.1378455554384
193.60005371093735,1958.365172287886,2316.2494680104946,115.32412463685193,36.77661066358093,2468.3502033109276,-509.98503102304153
193.70005371093748,1976.580482216547,2329.887452097758,119.0443740130965,37.720586109047616,2486.652412219902,-510.0719300033552
193.8000537109374,1987.100364441178,2343.5254361849907,122.94718671789906,38.701327651803034,2505.173950554693,-518.0735861135149
193.90005371093753,1940.1040327129406,2357.1634202722544,127.04467861232496,39.72076693436268,2523.928865818942,-583.8248331060015
194.00005371093744,1918.597718132036,2370.8014043594867,131.34998514658375,40.78096395525184,2542.9323534613222,-624.3346353292861
194.10005371093735,1990.9318575556729,2384.439388446719,135.87736582106518,41.884117426002064,2562.200871693786,-571.2690141381133
194.20005371093748,1915.9974108411225,2398.0773725339827,140.64232131676457,43.03257611483187,2581.752269965579,-665.7548591244567
194.3000537109374,1990.2542006596623,2411.7153566212155,145.66172507727734,44.22885128576773,2601.6059329842606,-611.3517323245983
194.40005371093753,1951.6433144130463,2425.3533407084788,150.95397141078547,45.47563035561432,2621.7829424748784,-670.1396280618321
194.50005371093744,1949.2056819406612,2438.9913247957115,156.53914251809437,46.77579190665882,2642.3062592204647,-693.1005772798035
194.60005371093735,2024.3325158921043,2452.629308882944,162.43919725375943,48.13242221094283,2663.200928347646,-638.8684124555416
194.70005371093748,1990.7708196537817,2466.2672929702076,168.67818490220682,49.54883344216951,2684.4943113145837,-693.723491660802
194.8000537109374,1908.790908573803,2479.90527705744,175.28248781754883,51.0285837747939,2706.2163486497825,-797.4254400759794
194.90005371093753,2050.1796318485153,2493.5432611447036,182.28109745256216,52.57549959673555,2728.3998581940014,-678.220226345486
195.00005371093744,1974.3360076758966,2507.1812452319364,189.7059291127972,54.19370009299231,2751.080874437726,-776.7448667618294
195.10005371093735,1963.3808818978114,2520.8192293191687,197.59218174774662,55.887624493340574,2774.299035560256,-810.9181536624446
195.20005371093748,1982.6470092168336,2534.457213406432,205.97875026653085,57.662062318428546,2798.0980259913913,-815.4510167745577
195.3000537109374,2006.9366202486806,2548.0951974936647,214.90869929008713,59.52218700654662,2822.5260837902983,-815.5894635416178
195.40005371093753,1889.382378748483,2561.7331815809284,224.42980898188458,61.473593358952364,2847.636583921765,-958.2542051732821
195.50005371093744,2079.9785974995866,2575.3711656681608,234.59520570787174,63.52233930616069,2873.4887106821934,-793.5101131826068
195.60005371093735,1995.4436442448457,2589.0091497553935,245.46409285941112,65.67499257329001,2900.1482351880945,-904.7045909432488
195.70005371093748,1960.6115085291542,2602.647133842657,257.10260034471975,67.93868291053589,2927.6884170979124,-967.0769085687582
195.8000537109374,2059.3842003047107,2616.2851179298896,269.5847751702157,70.3211606583802,2956.1910537584854,-896.8068534537747
195.90005371093753,2054.1311132780747,2629.923102017153,282.99374038509666,72.83086253864234,2985.7477049408917,-931.616591662817
