binding_energy_eV,raw_intensity,background,component:aromatic_C-C_C=C,component:C-N_C-Cl,component:imide_N-C=O,component:acid_O-C=O,component:pi-pi_star,total_fit,residual
278.8000537109374,8646.403532047332,11116.6556619596,718.4764697201111,168.7482203168127,38.14263165480468,10.601271658561465,40.925621707380984,12093.54987701727,-3447.1463449699386
278.9000537109375,8733.689893665236,11171.545358207048,744.261241359095,174.01091963757207,38.9990255006129,10.818046389258006,41.62277650177881,12181.257367595364,-3447.5674739301285
279.00005371093744,9207.755894791324,11226.435054454369,771.4523107583578,179.52284112650517,39.88454902334444,11.041531381376252,42.33779344971874,12270.67408019367,-3062.9181854023464
279.10005371093735,9125.487104772134,11281.32475070169,800.1532854862563,185.29991572755497,40.80053659699578,11.27200616447524,43.071284306934956,12361.921778983906,-3236.4346742117723
279.2000537109375,8643.52902138082,11336.214446949136,830.4774390576358,191.3593630954883,41.74839977521115,11.509764959894419,43.823887079217286,12455.133300916583,-3811.6042795357625
279.3000537109374,8515.412142849535,11391.104143196459,862.5488070248869,197.719818244211,42.72963270272877,11.755117616114314,44.59626737675207,12550.453786161152,-4035.041643311617
279.4000537109375,9054.273435230138,11445.993839443905,896.5034299178399,204.4014728954933,43.74581797405428,12.008390614258353,45.38911985013396,12648.042070695685,-3593.768635465547
279.50005371093744,9070.537763833232,11500.883535691228,932.4907657928878,211.42623350174335,44.798632981979,12.269928149789578,46.203169713637735,12748.072265831266,-3677.534501998034
279.60005371093735,8771.882346623002,11555.773231938549,970.6752991721725,218.81789821909777,45.88985680331209,12.540093297083061,47.03917436187251,12850.735553792087,-4078.8532071690843
279.7000537109375,9081.112181818984,11610.662928185995,1011.2383779624117,226.6023554600234,47.021377674264066,12.819269264185726,47.8979250863191,12956.242233633198,-3875.1300518142143
279.8000537109374,8851.414423398894,11665.552624433316,1054.3803157300204,234.80780707068172,48.19520111382872,13.10786074583053,48.780248898828354,13064.824057992506,-4213.409634593612
279.9000537109375,9396.489004440187,11720.442320680762,1100.322803683999,243.4650196677766,49.41345876007742,13.40629538359219,49.68701046972439,13176.736908645931,-3780.247904205744
280.00005371093744,8916.659384710149,11775.332016928085,1149.3116851508469,252.60760824681216,50.67841799157412,13.715025342960404,50.619114188696564,13292.263867848975,-4375.604483138826
280.10005371093735,9336.775338128866,11830.221713175408,1201.6201555697278,262.27235685881817,51.99249241459889,14.034529018159649,51.577506357440335,13411.718753394152,-4074.9434152652866
280.2000537109375,9076.181465944668,11885.111409422854,1257.552463500241,272.49958196367163,53.3582533061325,14.365312876643893,52.5631775236211,13535.450198593164,-4459.268732648496
280.3000537109374,8738.092472488848,11940.001105670175,1317.4482033820452,283.3335450355276,54.778442113294915,14.70791345648688,53.57716496659624,13663.846374624125,-4925.753902135277
280.4000537109375,9015.191702554408,11994.890801917623,1381.6873094993705,294.8229221501308,56.25598412200162,15.062899531311706,54.62055534619816,13797.340472566637,-4782.148770012229
280.50005371093744,8992.092978992981,12049.780498164944,1450.6958836907504,307.0213396649081,57.79400342117385,15.430874458968404,55.694487526742925,13936.417086927488,-4944.324107934506
280.60005371093735,8801.743634575236,12104.670194412265,1524.953018055457,319.9879867639832,59.39583930457071,15.8124787319983,56.800155589585614,14081.61967285786,-5279.876038282624
280.7000537109375,9106.817833032155,12159.559890659712,1604.998809993537,333.7883176388288,61.065064269835744,16.208392749888844,57.93881204854263,14233.559287360345,-5126.74145432819
280.8000537109374,8924.271337403186,12214.449586907034,1691.443813208285,348.4948584936213,62.80550379464996,16.619339835409267,59.11177128381527,14392.924873522816,-5468.653536119629
280.9000537109375,9212.42186731566,12269.33928315448,1784.980229693606,364.18813749651645,64.62125809294942,17.04608951986593,60.32041321140602,14560.495411168824,-5348.073543853165
281.00005371093744,9341.812114138866,12324.228979401802,1886.3952336313264,380.95775936520874,66.51672608040515,17.489461124955966,61.56618720640788,14737.154346810106,-5395.342232671241
281.10005371093735,9408.823741459018,12379.118675649122,1996.5869476249252,398.90365063517913,68.49663180881377,17.950327672195332,62.85061630032244,14923.906849690558,-5515.08310823154
281.2000537109375,9782.220554371015,12434.00837189657,2116.583804062633,418.13750699995137,70.56605366354518,18.429620154519032,64.17530167420594,15121.900658451425,-5339.680104080409
281.3000537109374,9447.260134315276,12488.898068143892,2247.56839976378,438.7844806893864,72.73045665827232,18.928332208847365,65.54192747151063,15332.451664935688,-5885.191530620412
281.4000537109375,9768.421020579848,12543.787764391338,2390.9076484564766,460.98515398046675,74.99572820726256,19.447525233141338,66.9522659566766,15557.076086225361,-5788.655065645513
281.50005371093744,9618.452125102824,12598.67746063866,2548.1923509303997,484.89785503373486,77.36821780851254,19.988333996804048,68.40818304783757,15797.532401455948,-6179.080276353125
281.60005371093735,10035.105542585969,12653.567156885982,2721.29176671698,510.7013848929465,79.85478113282116,20.55197279946644,69.91164425486231,16055.87870668306,-6020.773164097091
281.7000537109375,10303.516530508003,12708.45685313343,2912.433261852583,538.5982404865874,82.46282908499963,21.139742240113723,71.46472105678595,16334.5556478545,-6031.039117346498
281.8000537109374,10281.858391094247,12763.34654938075,3124.3249574468246,568.8184391331832,85.20038248655057,21.753036666524824,73.06959775617203,16636.512962870005,-6354.654571775758
281.9000537109375,10650.223645632193,12818.236245628197,3360.3523106605417,601.6240776619411,88.07613312581094,22.393352384132484,74.72857885178243,16965.410698312407,-6315.187052680214
282.00005371093744,11027.910856310342,12873.125941875518,3624.8997365141704,637.3147982855891,91.09951203417094,23.062296713833923,76.44409697518306,17325.946382398466,-6298.035526088124
282.10005371093735,11234.980457461988,12928.01563812284,3923.8772081500524,676.2343931064852,94.28076597937596,23.761598000388982,78.21872144218058,17724.388324801323,-6489.407867339334
282.2000537109375,12248.66051396287,12982.905334370287,4265.56869885818,718.7788792987527,97.63104332149344,24.493116686814144,80.05516747572567,18169.432240011254,-5920.771726048384
282.3000537109374,12127.753058072634,13037.79503061761,4661.95935742845,765.4065588685664,101.16249055954232,25.258857586201398,81.95630616411805,18673.53860122449,-6545.785543151855
282.4000537109375,13029.216987330006,13092.684726865056,5130.728983738544,816.6509238228978,104.88836111164557,26.06098350085538,83.92517522692009,19254.93915426592,-6225.722166935915
282.50005371093744,13807.972280496328,13147.574423112377,5698.098139886981,873.1379396432219,108.82313812527306,26.90183035995808,85.96499067136548,19940.500461799176,-6132.528181302849
282.60005371093735,15018.390766792585,13202.464119359698,6402.647170313469,935.6105253429911,112.98267341567882,27.783924071873933,88.07915943546574,20769.567571939177,-5751.1768051465915
282.7000537109375,17003.50367112269,13257.353815607144,7300.059082180495,1004.9654263986872,117.38434498814446,28.70999931596601,90.27129313052134,21798.74396162096,-4795.24029049827
282.8000537109374,18812.39558804887,13312.243511854467,8468.433321251177,1082.311868521388,122.04723602669873,29.68302053248911,92.5452230174566,23107.264181203678,-4294.86859315481
282.9000537109375,20967.626749823507,13367.133208101914,10013.375646406028,1169.0683275713982,126.99233874239602,30.70620540843147,94.90501637948839,24802.180742609657,-3834.55399278615
283.00005371093744,23247.06504644324,13422.022904349236,12071.539598104066,1267.1244191707372,132.24278708609214,31.783051203124355,97.35499449032459,27022.06775440358,-3775.0027079603387
283.10005371093735,27013.169816612975,13476.912600596557,14810.800507696047,1379.1097673856254,137.82412306799466,32.91736431159512,99.89975242605561,29937.464115483876,-2924.2942988709
283.2000537109375,32366.222194745733,13531.802296844004,18424.97764844864,1508.8297390058437,143.76460231523342,34.11329352711731,102.54418103309668,33746.03176117393,-1379.8095664281973
283.3000537109374,38043.0971124098,13586.691993091326,23121.208301765782,1661.9451743827165,150.0955455767664,35.37536753954024,105.29349145017288,38660.6098738063,-617.5127613965014
283.4000537109375,46445.94324727638,13641.581689338773,29098.88467392652,1846.981201506363,156.85174419525788,36.708537294797196,108.15324269543915,44889.16108895715,1556.7821583192272
283.50005371093744,53363.12374386338,13696.471385586094,36520.46877090142,2076.734887679694,164.07192916386833,38.11822394625899,111.12937297875443,52606.994570256094,756.129173607289
