binding_energy_eV,raw_intensity,background,component:carbonyl_O,component:acid_hydroxyl_OH,total_fit,residual
536.0000537109374,27243.00025002907,26210.79502352956,553.1292387836305,606.5518297366932,27370.476092049885,-127.47584202081634
536.1000537109375,27391.92875121411,26241.430496179797,531.6894290741668,572.306937625979,27345.426862879944,46.501888334165415
536.2000537109375,27687.00481954594,26272.065968830033,511.4642555197839,540.8463352966202,27324.376559646436,362.62825989950215
536.3000537109374,28075.411498437945,26302.701441480232,492.36426195450485,511.8777495469754,27306.94345298171,768.4680454562331
536.4000537109374,27710.63530594681,26333.33691413047,474.30802579201537,485.14705302555586,27292.79199294804,417.84331299876794
536.5000537109374,27024.298549653533,26363.972386780704,457.22131312659695,460.43189840600917,27281.62559831331,-257.32704865977576
536.6000537109375,27867.350208959884,26394.60785943094,441.03633504339206,437.5368196644148,27273.181014138747,594.1691948211374
536.7000537109375,27712.19350766124,26425.243332081176,425.69109160731574,416.2893269946768,27267.22375068317,444.9697569780692
536.8000537109374,28115.929030100055,26455.87880473138,411.1287919873578,396.536712449562,27263.544309168297,852.3847209317573
536.9000537109374,28589.771489956824,26486.514277381615,397.2973408439156,378.14339034230494,27261.955008567835,1327.816481388989
537.0000537109374,27603.546223035628,26517.14975003185,384.14888251530806,360.98865663017455,27262.287289177333,341.25893385829477
537.1000537109375,28444.810919046333,26547.785222682087,371.63939572896237,344.964786206109,27264.38940461716,1180.4215144291738
537.2000537109375,27809.2877970605,26578.420695332323,359.7283325713988,329.97540801170277,27268.124435915423,541.1633611450779
537.3000537109374,27976.067211136815,26609.056167982522,348.37829630690453,315.93411142873623,27273.368575718163,702.698635418652
537.4000537109374,27620.68070794866,26639.69164063276,337.55475336364105,302.7632467814185,27280.00964077782,340.67106717084243
537.5000537109374,27201.728113506008,26670.327113282994,327.2257754281094,290.39288968115744,27287.945778392263,-86.21766488625508
537.6000537109375,28243.30685299504,26700.96258593323,317.36180812038515,278.75994425933595,27297.08433831295,946.2225146820892
537.7000537109375,27936.18648871007,26731.598058583466,307.9354631789749,267.80736455252054,27307.34088631496,628.8456023951112
537.8000537109374,28699.80578381372,26762.23353123367,298.9213314756153,257.48347671558616,27318.63833942487,1381.1674443888514
537.9000537109374,28116.30414988591,26792.869003883905,290.29581451761334,247.74138752847463,27330.906205929994,785.3979439559153
538.0000537109374,27573.359215586614,26823.50447653414,282.03697238647567,238.53846696115815,27344.079915881775,229.2792997048382
538.1000537109375,27597.997724837245,26854.139949184377,274.1243863127424,229.83589446412563,27358.100229961245,239.89749487600056
