binding_energy_eV,raw_intensity,background,component:imide_N-C=O,total_fit,residual
392.00005371093744,25094.004522373485,25051.402720578273,42.601803755562464,25094.004524333835,-1.960350346053019e-06
392.10005371093735,25289.76040508132,25051.402720578273,43.69875368166578,25095.10147425994,194.65893082138064
392.2000537109375,25364.435306653082,25057.641395571634,44.838542077440884,25102.479937649074,261.9553690040084
392.3000537109374,25565.86785074891,25066.036871626202,46.02342449623765,25112.06029612244,453.80755462646994
392.4000537109375,25304.474476387553,25080.581068419106,47.25580661526511,25127.836875034372,176.6376013531808
392.50005371093744,25033.32990625169,25086.24217283467,48.53825636182215,25134.780429196493,-101.4505229448041
392.60005371093735,25437.903929995235,25086.24217283467,49.87351719535704,25136.115690030027,301.78823996520805
392.7000537109375,25326.081707447855,25095.914262755952,51.26452267263007,25147.178785428583,178.9029220192715
392.8000537109374,25295.908264587946,25101.647968977373,52.71441243931358,25154.362381416686,141.54588317126036
392.9000537109375,25275.54460768114,25106.184409723213,54.22654980958864,25160.4109595328,115.13364814833767
393.00005371093744,24668.745195584648,25109.87435789702,55.80454111600048,25165.678899013023,-496.93370342837443
393.10005371093735,25214.664305689923,25109.87435789702,57.452257035850444,25167.32661493287,47.33769075705277
393.2000537109375,25336.954629053555,25111.391495791675,59.17385612755802,25170.565351919235,166.38927713431985
393.3000537109374,25423.636749593188,25116.7241491833,60.973810841954524,25177.697960025256,245.93878956793196
393.4000537109375,25342.179367170516,25124.606305747333,62.856936309650564,25187.463242056983,154.71612511353305
393.50005371093744,25353.877717842715,25129.564843355278,64.82842224719428,25194.393265602474,159.4844522402418
393.60005371093735,25357.88778515633,25134.67620242215,66.89386837318538,25201.570070795337,156.3177143609937
393.7000537109375,25419.77441807954,25139.686069985288,69.0593237811366,25208.745393766425,211.02902431311668
393.8000537109374,25188.707490982688,25146.449394731804,71.33133078084606,25217.78072551265,-29.073234529962065
393.9000537109375,25132.568770513953,25146.449394731804,73.71697379547476,25220.16636852728,-87.5975980133262
394.00005371093744,25433.113738438857,25146.449394731804,76.22393398926157,25222.673328721066,210.44040971779032
394.10005371093735,25235.190292534506,25153.19385492894,78.86055040383133,25232.054405332772,3.135887201733567
