binding_energy_eV,raw_intensity,background,component:Cl_2p3/2,component:Cl_2p1/2,total_fit,residual
190.3561077204606,1831.1691208148532,1831.1691208148532,48.571629983465265,18.031781561601324,1897.7725323599198,-66.60341154506659
190.45610772046052,1725.5181322398953,1844.5884654379508,49.56098874511505,18.347695969116806,1912.4971501521827,-186.97901791228742
190.55610772046066,1784.575519339677,1858.007810061079,50.58086239245875,18.67198093869212,1927.2606533922299,-142.68513405255294
190.65610772046057,1794.975917791515,1871.4271546841767,51.6325178134257,19.00493464327313,1942.0646071408755,-147.0886893493605
190.7561077204607,1762.2621161855798,1884.8464993073048,52.717288276190686,19.34686864358013,1956.9106562270756,-194.64854004149583
190.8561077204606,1803.4160704520143,1898.2658439304025,53.83657764339425,19.69810861550109,1971.800530189298,-168.38445973728358
190.95610772046052,1788.0676765587489,1911.6851885535,54.99186490159445,20.05899512399656,1986.736048579091,-198.66837202034208
191.05610772046066,1678.0845341889565,1925.1045331766284,56.18470903309781,20.429884446923378,2001.7191266566495,-323.634592467693
191.15610772046057,1892.466803299023,1938.5238777997258,57.41675426006889,20.811149452497304,2016.751781512292,-124.28497821326891
191.2561077204607,1772.058017495119,1951.943222422854,58.68973569378651,21.20318053442948,2031.83613865107,-259.7781211559511
191.3561077204606,1779.702334887428,1965.3625670459517,60.005485425108375,21.606386609084442,2046.9744390801445,-267.2721041927166
191.45610772046052,1850.4788690590226,1978.7819116690494,61.36593909602121,22.021196179430202,2062.1690469445007,-211.69017788547808
191.55610772046066,1730.5768407140376,1992.2012562921775,62.773142996078214,22.448058470915385,2077.4224577591713,-346.8456170451336
191.65610772046057,1672.925974730757,2005.6206009152752,64.22926173217088,22.88744464489006,2092.737307292336,-419.8113325615791
191.7561077204607,1778.6526072021657,2019.0399455384033,65.73658652516865,23.33984909568585,2108.116381159258,-329.46377395709214
191.8561077204606,1854.0924254851705,2032.459290161501,67.29754419251924,23.805790837981093,2123.562625192001,-269.4701997068307
191.95610772046052,1784.7349452178855,2045.8786347845987,68.91470688243633,24.285814991732213,2139.0791566587673,-354.34421144088174
192.05610772046066,1806.595506163993,2059.297979407727,70.59080263223615,24.78049437255824,2154.6692764125214,-348.0737702485285
192.15610772046057,1779.8424847031235,2072.7173240308243,72.32872683148676,25.29043119622893,2170.3364820585402,-390.4939973554167
192.2561077204607,1768.1545239606976,2086.1366686539527,74.13155467961663,25.816258906713607,2186.084482240283,-417.9299582795852
192.3561077204606,1732.471954183751,2099.55601327705,76.0025547375864,26.358644138094874,2201.9172121527313,-469.4452579689803
192.45610772046052,1730.0423852838198,2112.975357900148,77.94520368481685,26.91828882169664,2217.8388504066615,-487.7964651228417
192.55610772046066,1739.3641979927359,2126.394702523276,79.96320240517989,27.49593245079806,2233.853837379254,-494.4896393865181
192.65610772046057,1780.395957848789,2139.814047146374,82.06049354049385,28.09235451654839,2249.9668952034162,-469.5709373546272
192.7561077204607,1893.480521851402,2153.233391769502,84.24128066638258,28.708377130035334,2266.1830495659196,-372.7025277145176
192.8561077204606,1789.400337255387,2166.6527363925998,86.51004926378037,29.344867846892704,2282.5076535032726,-493.1073162478856
192.95610772046052,1752.06834981099,2180.072081015697,88.87158968072853,30.002742712553616,2298.9464134089794,-546.8780635979895
193.05610772046066,1831.5908293057903,2193.4914256388256,91.33102230283296,30.682969548011588,2315.50541748967,-483.9145881838797
