binding_energy_eV,raw_intensity,background,component:imide_carbonyl_O,component:acid_carbonyl_O,component:acid_hydroxyl_OH,total_fit,residual
538.0558081986468,27936.18648871007,26731.598058583466,226.97143187509585,118.13719762310673,166.95134473226724,27243.658032813935,692.5284558961357
538.1558081986467,28699.80578381372,26762.23353123367,220.39138210686116,114.05448989857813,160.11531180813066,27256.79471504724,1443.011068766482
538.2558081986467,28116.30414988591,26792.869003883905,214.09257307319947,110.17897713397363,153.6883447998884,27270.828898890966,845.475250994943
538.3558081986467,27573.359215586614,26823.50447653414,208.05924694499126,106.49692779214237,147.63862492965734,27285.699276200932,287.65993938568135
538.4558081986468,27597.997724837245,26854.139949184377,202.27673126085017,102.99572492676705,141.93735124500856,27301.349756617,296.64796822024437
538.5558081986468,27918.69074336609,26884.775421834613,196.7313506791174,99.663759768023,136.55840540957217,27317.728937691325,600.961805674764
538.6558081986467,27261.935655292775,26915.410894484812,191.4103469665369,96.49033693035547,131.47805890754165,27334.789637289246,-72.8539819964717
538.7558081986467,27411.207620979967,26946.046367135048,186.30180635888752,93.46558981954264,126.67471667128677,27352.488479984764,58.719140995202906
538.8558081986467,28000.07913457926,26976.681839785284,181.3945935294949,90.58040500853294,122.12869207151797,27370.78553039483,629.2936041844296
538.9558081986468,26993.0471455083,27007.31731243552,176.6782914890793,87.82635451534742,117.82200898254544,27389.643967422493,-396.59682191419415
539.0558081986468,27629.41099372749,27037.952785085756,172.14314681732495,85.19563505657385,113.7382272802931,27409.02979423995,220.3811994875432
539.1558081986467,27113.711922556235,27068.58825773596,167.78001969362984,82.68101346993153,109.86228867006626,27428.911579569587,-315.1996570133524
539.2558081986467,27151.54980811688,27099.22373038619,163.5803382534569,80.2757776024502,106.18038019364673,27449.260226435745,-297.71041831886396
539.3558081986467,27205.177797872213,27129.85920303643,159.5360568486097,77.97369204953891,102.67981314611745,27470.048765080697,-264.8709672084842
539.4558081986468,27161.417783848337,27160.494675686667,155.63961783518505,75.76895820659142,99.34891545386903,27491.252167182312,-329.834383333975
539.5558081986468,26227.231353201805,27191.130148336902,151.88391655332512,73.65617816095259,96.1769358370941,27512.847178888274,-1285.6158256864692
539.6558081986467,27053.743969123916,27221.765620987102,148.26226919828403,71.63032200922588,93.15395831040917,27534.81217050502,-481.0682013811056
539.7558081986467,25819.974604571424,27252.401093637338,144.76838331371422,69.68669823454381,90.27082577116232,27557.12700095676,-1737.152396385336
539.8558081986467,26593.999084237686,27283.036566287574,141.3963306659472,67.82092682161338,87.51907159203162,27579.772895367165,-985.7738111294784
539.9558081986468,26689.771307543997,27313.67203893781,138.14052228254494,66.02891482484223,84.89085827705703,27602.732334322252,-912.9610267782555
540.0558081986468,26676.08316308079,27344.307511588046,134.99568546042573,64.30683413771288,82.3789223625348,27625.98895354872,-949.9057904679285
540.1558081986467,26026.28161292467,27374.94298423825,131.95684256824427,62.65110124017535,79.97652484898275,27649.52745289565,-1623.2458399709794
540.2558081986467,26100.564317577366,27405.578456888485,129.01929148503905,61.058358725915504,77.67740654058119,27673.33351364002,-1572.7691960626544
540.3558081986467,26439.04537442267,27436.21392953872,126.17858753267542,59.52545843339119,75.47574774628919,27697.393723251076,-1258.3483488284073
540.4558081986468,26273.56437715604,27466.849402188956,123.43052677328305,58.04944602378647,73.3661318638985,27721.695506849923,-1448.1311296938838
540.5558081986468,26307.245071965397,27497.484874839192,120.77113055533478,56.627546866102044,71.3435124265088,27746.227064687137,-1438.9819927217395
540.6558081986467,25994.738258041543,27528.120347489392,118.19663120297356,55.25715310454484,69.40318324126507,27770.977315038177,-1776.2390569966337
540.7558081986467,25888.244477016196,27558.755820139628,115.7034587530837,53.93581179660606,67.54075129400783,27795.935841983326,-1907.6913649671296
540.8558081986467,26193.44099372028,27589.391292789864,113.28822865352373,52.66121402193579,65.75211213166504,27821.09284759699,-1627.6518538767086
540.9558081986468,26396.891952300895,27620.0267654401,110.94773034380086,51.431184872415514,64.03342746739968,27846.439108123715,-1449.54715582282
541.0558081986468,25999.630912001274,27650.662238090335,108.67891664672541,50.243674243056056,62.38110478266511,27871.96593376278,-1872.335021761508
541.1558081986467,26203.42209731296,27681.29771074054,106.47889390596892,49.09674835146007,60.791778725710905,27897.66513172368,-1694.2430344107197
541.2558081986467,26128.364633487545,27711.933183390775,104.3449128102577,47.988581920827826,59.26229412838631,27923.528972250246,-1795.164338762701
541.3558081986467,25861.6707454839,27742.56865604101,102.27435985021874,46.91745096795372,57.78969048270693,27949.55015734189,-2087.87941185799
541.4558081986468,26139.03130146025,27773.204128691246,100.2647493585359,45.88172614335799,56.37118773581465,27975.721791928954,-1836.6904904687035
541.5558081986468,25813.43682436313,27803.839601341482,98.31371608843504,44.87986657586838,55.00417327719985,28002.037357282985,-2188.600532919856
541.6558081986467,26253.854214662475,27834.47507399168,96.41900828933142,43.91041417851967,53.68619000540969,28028.490686464942,-1774.636471802467
541.7558081986467,26811.449900419047,27865.110546641918,94.57848124197794,42.97198837673716,52.41492537330228,28055.075941633935,-1243.6260412148877
541.8558081986467,26377.248151214753,27895.746019292157,92.79009121866743,42.063281223461544,51.18820132140844,28081.787593055695,-1704.5394418409414
541.9558081986468,25483.576311724682,27926.38149194239,91.05188983684756,41.18305286912532,50.003965018191934,28108.620399666554,-2625.044087941871
542.0558081986468,26011.069728712384,27957.01696459263,89.36201877719769,40.33012735738353,48.86028033428932,28135.5693910615,-2124.499662349117
542.1558081986467,26158.878726649942,27987.65243724283,87.71870483954939,39.50338872013572,47.75531998510044,28162.629850787613,-2003.7511241376706
542.2558081986467,26608.840891661494,28018.287909893064,86.12025531219922,38.701777347766026,46.68735828261796,28189.79730083565,-1580.9564091741559
542.3558081986467,26195.45992606103,28048.9233825433,84.56505363216677,37.92428661270016,45.65476444321425,28217.067487231383,-2021.6075611703527
542.4558081986468,26220.57485881092,28079.558855193536,83.0515553156818,37.169959726285704,44.65599640324001,28244.436366638743,-2023.8615078278235
542.5558081986468,26299.687234004898,28110.194327843772,81.57828413988652,36.43788681078757,43.6895950989606,28271.900093893408,-1972.2128598885101
542.6558081986467,26509.295869892892,28140.82980049397,80.1438285581958,35.72720216985464,42.754179171469545,28299.455010393493,-1790.1591405006002
542.7558081986467,26015.535150399875,28171.46527314421,78.7468383331258,35.037081742246826,41.84844006092724,28327.09763328051,-2311.562482880636
542.8558081986467,26291.616025375177,28202.100745794443,77.38602137168157,34.36674072492406,40.97113745781715,28354.824645348865,-2063.2086199736877
542.9558081986468,27214.258163583705,28232.736218444683,76.06014074948081,33.71543135274603,40.121095081857696,28382.63288562877,-1168.3747220450641
543.0558081986468,26725.340578898937,28263.371691094915,74.76801191089352,33.08244082312553,39.297196761926955,28410.51934059086,-1685.1787616919246
543.1558081986467,26639.4685928323,28294.00716374512,73.50850003340378,32.46708935492964,38.49838279274668,28438.4811359262,-1799.012543093897
543.2558081986467,26243.71589074112,28324.642636395354,72.28051754528079,31.868728371803936,37.723646546246535,28466.515528858687,-2222.7996381175653
