binding_energy_eV,intensity
-9.9999462890625637,0
-8.9999462890625637,2.1665633933570629
-7.9999462890625637,7.2127009203919554
-6.9999462890625637,5.6443108929416637
-5.9999462890625637,2.9724784296226963
-4.9999462890625637,2.578349965315585
-3.9999462890625637,5.4004345731454437
-2.9999462890625637,3.1721134660658894
-1.9999462890625637,4.8032689029355247
-0.99994628906256366,6.9548765989403272
5.3710937436335371e-05,9.2538887655599904
1.0000537109374363,15.112880594245244
2.0000537109374363,55.727820076407667
3.0000537109374363,130.1449519066141
4.0000537109374363,334.2639463605646
5.0000537109374363,594.59605390144338
6.0000537109374363,540.97405650559188
7.0000537109374363,499.48258163550071
8.0000537109374363,515.29860662841827
9.0000537109374363,550.79019202088068
10.000053710937436,579.57868196562845
11.000053710937436,467.09315398319563
12.000053710937436,466.23922396346643
13.000053710937436,514.41064989312247
14.000053710937436,569.05329337939781
15.000053710937436,606.98318647184828
16.000053710937436,752.40723846550247
17.000053710937436,746.72783268487842
18.000053710937436,729.28979909168891
19.000053710937436,767.58849551893684
20.000053710937436,842.66095284863923
21.000053710937436,668.94713373526406
22.000053710937436,689.82721525701447
23.000053710937436,716.11795790977021
24.000053710937436,784.20169565040555
25.000053710937436,832.34519973655335
26.000053710937436,873.45775554099714
27.000053710937436,880.34612978031646
28.000053710937436,870.30910410366778
29.000053710937436,728.24377205606459
30.000053710937436,686.04769676871558
31.000053710937436,602.67121023367872
32.000053710937436,676.75309968338581
33.000053710937436,576.70543458874783
34.000053710937436,585.35088080581374
35.000053710937436,613.82269685928497
36.000053710937436,600.91258886827677
37.000053710937436,585.2155874096012
38.000053710937436,576.5861727675051
39.000053710937436,603.05313708365861
40.000053710937436,613.79660095604584
41.000053710937436,611.22941540805289
42.000053710937436,642.95063410592377
43.000053710937436,698.33138280360208
44.000053710937436,645.00199374949193
45.000053710937436,616.1756279971064
46.000053710937436,619.34532314575677
47.000053710937436,640.28483189986855
48.000053710937436,632.79972231197371
49.000053710937436,635.3845521854729
50.000053710937436,668.99970103700059
51.000053710937436,644.39638765216546
52.000053710937436,697.61896629897547
53.000053710937436,628.41178180396912
54.000053710937436,598.39668640530329
55.000053710937436,597.25815297605266
56.000053710937436,613.72149806665959
57.000053710937436,592.47720274552853
58.000053710937436,590.9108094834271
59.000053710937436,661.48025113139249
60.000053710937436,647.07009881560566
61.000053710937436,632.58216682998921
62.000053710937436,586.37118868318657
63.000053710937436,595.05643953911738
64.000053710937436,609.63582053711752
65.000053710937436,618.11663372259602
66.000053710937436,591.75154577212436
67.000053710937436,587.76276405672274
68.000053710937436,580.49003261889243
69.000053710937436,581.40943838265321
70.000053710937436,618.46148458472464
71.000053710937436,553.95450743151889
72.000053710937436,573.7823847329189
73.000053710937436,621.55772492358096
74.000053710937436,589.08591409075416
75.000053710937436,599.53216552059985
76.000053710937436,576.19219150398237
77.000053710937436,632.27002340997012
78.000053710937436,639.59029798506981
79.000053710937436,591.58214007879133
80.000053710937436,570.77837466986966
81.000053710937436,568.71689677334291
82.000053710937436,577.07714959934276
83.000053710937436,580.51644811307926
84.000053710937436,542.86458672618585
85.000053710937436,535.8719259700614
86.000053710937436,572.92896163614932
87.000053710937436,569.67460421202873
88.000053710937436,570.65188218893468
89.000053710937436,559.42942673396271
90.000053710937436,516.9270582178392
91.000053710937436,559.21483093643167
92.000053710937436,575.95754446581429
93.000053710937436,568.48731382068968
94.000053710937436,612.3239242429961
95.000053710937436,554.33487946415119
96.000053710937436,519.37517089093592
97.000053710937436,534.75262262443982
98.000053710937436,507.0837817200225
99.000053710937436,575.32101405472304
100.00005371093744,545.617785526597
101.00005371093744,605.71369673922777
102.00005371093744,648.30350023239998
103.00005371093744,626.66089770494239
