binding_energy_eV,intensity
-9.6441918013532586,2.1670678347314221
-8.6441918013532586,1.1466949229618748
-7.6441918013532586,6.0763121133765496
-6.6441918013532586,2.5243761402169103
-5.6441918013532586,8.6607348522115934
-4.6441918013532586,3.1536343338173363
-3.6441918013532586,3.3398231739729272
-2.6441918013532586,7.5529038976807277
-1.6441918013532586,5.5547344760071571
-0.6441918013532586,6.6265944129988492
0.3558081986467414,10.546939972895597
1.3558081986467414,15.652306996487024
2.3558081986467414,42.481204814957763
3.3558081986467414,134.47376958631534
4.3558081986467414,321.52608455280546
5.3558081986467414,631.96895192090585
6.3558081986467414,649.00206806053802
7.3558081986467414,497.89690323663609
8.3558081986467414,534.67302790457643
9.3558081986467414,536.38518663902596
10.355808198646741,591.50385263147462
11.355808198646741,490.57454246269327
12.355808198646741,462.79872378580484
13.355808198646741,508.36901733620363
14.355808198646741,596.0588649142386
15.355808198646741,619.33261568198247
16.355808198646741,708.11914450554389
17.355808198646741,762.61650323668312
18.355808198646741,721.31553970596588
19.355808198646741,767.5613112450078
20.355808198646741,792.29433789140626
21.355808198646741,772.31986394413593
22.355808198646741,647.49262981867719
23.355808198646741,660.82123016219327
24.355808198646741,732.9325390755024
25.355808198646741,945.18531698912443
26.355808198646741,1160.7751001815191
27.355808198646741,1161.5500658447233
28.355808198646741,953.10366806055015
29.355808198646741,768.07321696889517
30.355808198646741,690.39859353893257
31.355808198646741,610.89184131976231
32.355808198646741,642.04948930018941
33.355808198646741,600.22801622722773
34.355808198646741,618.18549093115348
35.355808198646741,591.04346609972538
36.355808198646741,611.58542026044574
37.355808198646741,603.37049160871993
38.355808198646741,595.58667300818809
39.355808198646741,661.23045112122088
40.355808198646741,690.28602196577822
41.355808198646741,601.62974506794296
42.355808198646741,619.44637395443897
43.355808198646741,674.99893490911882
44.355808198646741,623.54045269952917
45.355808198646741,676.4115433082377
46.355808198646741,675.60391512429112
47.355808198646741,617.52068633916463
48.355808198646741,676.04631258067445
49.355808198646741,688.58049100050471
50.355808198646741,669.33134360734789
51.355808198646741,649.27713857329854
52.355808198646741,626.90321456229071
53.355808198646741,628.69240277971653
54.355808198646741,624.32888325082354
55.355808198646741,677.4870751154607
56.355808198646741,569.40053644476575
57.355808198646741,600.76785721464387
58.355808198646741,609.73238309489477
59.355808198646741,588.22624519271346
60.355808198646741,619.4874958298667
61.355808198646741,597.4149266656616
62.355808198646741,613.61042649876765
63.355808198646741,574.02450553647429
64.355808198646741,560.27305110790246
65.355808198646741,573.67073588434391
66.355808198646741,563.42140405051055
67.355808198646741,568.47026593403893
68.355808198646741,637.01239487867986
69.355808198646741,588.28940699950442
70.355808198646741,521.66125643898181
71.355808198646741,591.06329136010811
72.355808198646741,559.99445947352285
73.355808198646741,574.36379296992391
74.355808198646741,621.65247777902482
75.355808198646741,592.8660495999344
76.355808198646741,597.62257098562611
77.355808198646741,622.79523130313328
