binding_energy_eV,raw_intensity,background,component:imide_N-C=O,total_fit,residual
392.00005371093744,24298.978809874818,24256.024226803915,42.95459108478622,24298.9788178887,-8.013881597435102e-06
392.10005371093735,24459.380932547043,24256.024226803915,44.07080978352736,24300.09503658744,159.28589595960148
392.2000537109375,24669.835781394897,24258.034617639187,45.23101694931664,24303.265634588504,366.5701468063926
392.3000537109374,24578.682150477038,24262.66119955546,46.43754957952291,24309.09874913498,269.5834013420572
392.4000537109375,24373.81475105525,24266.063685355417,47.69290160244557,24313.75658695786,60.058164097390545
392.50005371093744,24183.586615165153,24266.821696027237,48.9997366648437,24315.82143269208,-132.23481752692533
392.60005371093735,24505.305856984214,24266.821696027237,50.360902148877614,24317.182598176114,188.12325880810022
392.7000537109375,24097.934328764793,24269.196051187108,51.77944455499554,24320.975495742103,-223.04116697730933
392.8000537109374,24378.160763554817,24269.196051187108,53.25862640466283,24322.45467759177,55.70608596304737
392.9000537109375,24834.62543267538,24269.8991331156,54.80194483656424,24324.701077952162,509.92435472321813
393.00005371093744,24446.259562438496,24276.335027678604,56.41315209235561,24332.74817977096,113.51138266753696
393.10005371093735,24438.458371936555,24277.76768606742,58.09627811408603,24335.863964181503,102.59440775505209
393.2000537109375,24146.72479996605,24279.06255833279,59.85565550491933,24338.918213837707,-192.19341387165696
393.3000537109374,24411.842060417035,24279.06255833279,61.695947139056855,24340.758505471847,71.08355494518764
393.4000537109375,24127.47448550283,24279.95972352589,63.622176746146714,24343.58190027204,-216.10741476920884
393.50005371093744,24384.63680996815,24279.95972352589,65.6397628407827,24345.599486366675,39.03732360147478
393.60005371093735,24655.283998473456,24280.45242448243,67.75455642053808,24348.20698090297,307.0770175704856
393.7000537109375,24472.849582332776,24284.32812749136,69.97288291675993,24354.301010408122,118.54857192465352
393.8000537109374,24405.156312077943,24285.8243615852,72.30158895339498,24358.125950538597,47.030361539345904
393.9000537109375,24710.666826838187,24286.417944824592,74.74809455171545,24361.16603937631,349.50078746187864
394.00005371093744,24262.614741078305,24290.82908976705,77.3204515150208,24368.14954128207,-105.53480020376446
394.10005371093735,24264.6056292852,24290.82908976705,80.02740884046912,24370.856498607518,-106.25086932231716
394.2000537109375,24450.819343674273,24290.82908976705,82.8784861371818,24373.70757590423,77.1117677700422
394.3000537109374,24408.22967841655,24291.802338630372,85.88405618548033,24377.686394815853,30.54328360069485
394.4000537109375,24009.51724852686,24292.187833925494,89.05543795547534,24381.24327188097,-371.7260233541092
394.50005371093744,24325.37255149457,24292.187833925494,92.40500161965845,24384.592835545154,-59.22028405058518
